episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
174,0.8402968976584314,10,19.78857142857143,0.0,9.845714285714285,3811
175,0.8394570207692074,36,19.880681818181817,26.0,9.9375,3849
176,0.838617983337074,19,19.875706214689266,9.0,9.932203389830509,3870
177,0.8377797845229938,17,19.859550561797754,7.0,9.915730337078651,3889
178,0.8369424234887681,17,19.843575418994412,7.0,9.899441340782124,3908
179,0.8361058993970355,26,19.877777777777776,16.0,9.933333333333334,3936
180,0.835270211411272,23,19.895027624309392,13.0,9.950276243093922,3961
181,0.8344353586957896,14,19.86263736263736,4.0,9.917582417582418,3977
182,0.8336013404157353,16,19.84153005464481,6.0,9.896174863387978,3995
183,0.832768155737091,34,19.918478260869566,24.0,9.972826086956522,4031
184,0.8319358038266718,34,19.994594594594595,24.0,10.04864864864865,4067
185,0.8311042838521256,21,20.0,11.0,10.053763440860216,4090
186,0.8302735949819326,26,20.032085561497325,16.0,10.085561497326204,4118
187,0.8294437363854039,18,20.02127659574468,8.0,10.074468085106384,4138
188,0.8286147072326806,14,19.98941798941799,4.0,10.042328042328043,4154
189,0.8277865066947336,23,20.00526315789474,13.0,10.057894736842105,4179
190,0.8269591339433623,38,20.099476439790575,28.0,10.151832460732985,4219
191,0.8261325881511938,57,20.291666666666668,47.0,10.34375,4278
192,0.8253068684916823,21,20.295336787564768,11.0,10.347150259067357,4301
193,0.8244819741391082,8,20.2319587628866,-2.0,10.283505154639176,4311
194,0.8236579042685769,60,20.435897435897434,50.0,10.487179487179487,4373
195,0.8228346580560184,17,20.418367346938776,7.0,10.46938775510204,4392
196,0.8220122346781865,14,20.385786802030456,4.0,10.436548223350254,4408
197,0.821190633312658,15,20.358585858585858,5.0,10.409090909090908,4425
198,0.8203698531378311,24,20.376884422110553,14.0,10.42713567839196,4451
199,0.8195498933329256,12,20.335,2.0,10.385,4465
200,0.8187307530779818,21,20.33830845771144,11.0,10.388059701492537,4488
201,0.8179124315538594,31,20.39108910891089,21.0,10.44059405940594,4521
202,0.8170949279422366,23,20.40394088669951,13.0,10.45320197044335,4546
203,0.8162782414256099,16,20.38235294117647,6.0,10.431372549019608,4564
204,0.8154623711872927,18,20.370731707317074,8.0,10.419512195121952,4584
205,0.8146473164114145,12,20.33009708737864,2.0,10.37864077669903,4598
206,0.8138330762829207,13,20.294685990338163,3.0,10.342995169082126,4613
207,0.813019649987571,8,20.235576923076923,-2.0,10.283653846153847,4623
208,0.812207036711939,15,20.210526315789473,5.0,10.258373205741627,4640
209,0.8113952356434114,30,20.257142857142856,20.0,10.304761904761905,4672
210,0.8105842459701871,19,20.251184834123222,9.0,10.298578199052132,4693
211,0.8097740668812763,12,20.212264150943398,2.0,10.25943396226415,4707
212,0.8089646975664998,17,20.197183098591548,7.0,10.244131455399062,4726
213,0.8081561372164884,47,20.322429906542055,37.0,10.369158878504672,4775
214,0.8073483850226815,22,20.330232558139535,12.0,10.376744186046512,4799
215,0.8065414401773269,30,20.375,20.0,10.421296296296296,4831
216,0.8057353018734796,31,20.42396313364055,21.0,10.47004608294931,4864
217,0.8049299693050015,29,20.46330275229358,19.0,10.509174311926605,4895
218,0.8041254416665596,15,20.438356164383563,5.0,10.484018264840183,4912
219,0.8033217181536265,19,20.431818181818183,9.0,10.477272727272727,4933
220,0.8025187979624785,20,20.429864253393664,10.0,10.475113122171946,4955
221,0.8017166802901953,29,20.46846846846847,19.0,10.513513513513514,4986
222,0.8009153643346592,9,20.417040358744394,-1.0,10.461883408071749,4997
223,0.8001148492945541,56,20.575892857142858,46.0,10.620535714285714,5055
224,0.7993151343693651,27,20.604444444444443,17.0,10.648888888888889,5084
225,0.7985162187593771,17,20.588495575221238,7.0,10.632743362831858,5103
226,0.7977181016656743,10,20.54185022026432,0.0,10.58590308370044,5115
227,0.7969207822901396,11,20.5,1.0,10.543859649122806,5128
228,0.7961242598354538,26,20.524017467248907,16.0,10.56768558951965,5156
229,0.7953285335050939,28,20.556521739130435,18.0,10.6,5186
230,0.794533602503334,20,20.554112554112553,10.0,10.597402597402597,5208
231,0.7937394660352427,9,20.504310344827587,-1.0,10.547413793103448,5219
232,0.7929461233066837,16,20.48497854077253,6.0,10.527896995708154,5237
233,0.792153573524314,12,20.44871794871795,2.0,10.491452991452991,5251
234,0.7913618158955839,14,20.42127659574468,4.0,10.463829787234042,5267
235,0.7905708496287356,27,20.449152542372882,17.0,10.491525423728813,5296
236,0.7897806739328027,24,20.464135021097047,14.0,10.50632911392405,5322
237,0.7889912880176096,45,20.567226890756302,35.0,10.609243697478991,5369
238,0.7882026910937704,55,20.711297071129707,45.0,10.753138075313808,5426
239,0.7874148823726879,35,20.770833333333332,25.0,10.8125,5463
240,0.7866278610665535,15,20.74688796680498,5.0,10.78838174273859,5480
241,0.7858416263883455,9,20.698347107438018,-1.0,10.739669421487603,5491
242,0.7850561775518295,26,20.720164609053498,16.0,10.761316872427983,5519
243,0.7842715137715565,11,20.68032786885246,1.0,10.721311475409836,5532
244,0.7834876342628625,14,20.653061224489797,4.0,10.693877551020408,5548
245,0.7827045382418681,16,20.634146341463413,6.0,10.674796747967479,5566
246,0.7819222249254772,18,20.62348178137652,8.0,10.663967611336032,5586
247,0.7811406935313765,16,20.60483870967742,6.0,10.64516129032258,5604
248,0.7803599432780343,26,20.626506024096386,16.0,10.666666666666666,5632
249,0.7795799733847004,33,20.676,23.0,10.716,5667
250,0.7788007830714049,13,20.64541832669323,3.0,10.685258964143426,5682
251,0.7780223715589573,56,20.785714285714285,46.0,10.825396825396826,5740
252,0.7772447380689461,12,20.75098814229249,2.0,10.790513833992096,5754
253,0.7764678818237378,11,20.712598425196852,1.0,10.751968503937007,5767
254,0.775691802046476,22,20.71764705882353,12.0,10.75686274509804,5791
255,0.774916497961081,34,20.76953125,24.0,10.80859375,5827
256,0.7741419687922484,16,20.750972762645915,6.0,10.789883268482491,5845
257,0.7733682137654491,19,20.74418604651163,9.0,10.782945736434108,5866
258,0.772595232106928,17,20.72972972972973,7.0,10.768339768339768,5885
259,0.7718230230437034,16,20.71153846153846,6.0,10.75,5903
260,0.7710515858035663,7,20.659003831417625,-3.0,10.697318007662835,5912
261,0.7702809196150792,13,20.629770992366414,3.0,10.66793893129771,5927
262,0.7695110237075758,49,20.73764258555133,39.0,10.775665399239545,5978
263,0.7687418973111603,43,20.821969696969695,33.0,10.859848484848484,6023
264,0.7679735396567061,19,20.815094339622643,9.0,10.852830188679246,6044
